Description,Heater PS  Current,Heater PS  Voltage,Heater PS  Power,Pyrometer 3 Temp
Timestamp,Cathode_Current,Cathode_Voltage,Cathode_Power,Omega
44013.7441,5.797212295,79.31212618,0.336406676,651.8333711
44013.74375,5.774609448,79.95570619,0.33190237,652.1808989
44013.7434,5.790989137,79.94941391,0.331262419,652.3081183
44013.74306,5.802630875,79.30704941,0.338346769,652.4349039
44013.74271,5.771340353,79.29046055,0.321829598,652.4132761
44013.74236,5.788951268,79.59581392,0.340256127,653.1658948
44013.74201,5.785879728,79.90116729,0.33206206,653.4543495
44013.74167,5.791370594,79.00920411,0.334570156,653.5205282
44013.74132,5.79887583,78.85780273,0.335909646,653.7376856
44013.74097,5.770377629,78.04374769,0.333118218,653.7445233
44013.74063,5.778389398,78.85089347,0.33994898,654.2736269
44013.74028,5.776403001,79.65803924,0.336748369,654.4465312
44013.73993,5.763213833,79.66405194,0.329608484,654.7210427
44013.73958,5.80276413,79.89612023,0.329634417,654.9125878
44013.73924,5.774944231,79.91627854,0.332948214,655.2350584
44013.73889,5.788631399,79.85665827,0.342513334,655.3605781
44013.73854,5.775033822,79.90993856,0.331633291,655.4876635
44013.73819,5.78939694,79.96321884,0.33855664,655.6641207
44013.73785,5.767244155,79.92318432,0.332588751,656.150671
44013.7375,5.791165711,79.77661261,0.332563445,656.468023
44013.73715,5.789858712,79.80057179,0.335742492,656.6718115
44013.73681,5.78795848,79.82453097,0.328929516,657.3072197
44013.73646,5.784321681,79.84849015,0.333242369,657.4886615
44013.73611,5.798651554,79.87244932,0.335459342,657.6091966
44013.73576,5.762656008,79.8964085,0.337389655,658.2263852
44013.73542,5.791434181,79.92036768,0.335409614,658.3894734
44013.73507,5.80235415,79.94432686,0.339230309,658.6386597
44013.73472,5.775637664,79.96828603,0.334145256,658.9727994
44013.73438,5.802022807,79.99224521,0.325530994,659.4508123
44013.73403,5.770201592,79.88694296,0.333190371,659.5965385
44013.73368,5.774481959,79.8322977,0.332533856,660.1412851
44013.73333,5.793018974,79.88598535,0.329902517,660.6480612
44013.73299,5.791840757,79.93967299,0.338263608,660.7617586
44013.73264,5.791795721,79.99336063,0.327783359,661.1516864
44013.73229,5.795401225,79.79637164,0.339360309,661.6045081
44013.73194,5.784063196,79.7951301,0.335436053,661.7606248
44013.7316,5.80650724,79.82177002,0.333353091,662.235506
44013.73125,5.774205375,79.84840995,0.33466801,662.445845
44013.7309,5.789649294,79.87504987,0.333232855,663.1596209
44013.73056,5.801262267,79.9016898,0.328032122,663.4176187
44013.73021,5.781898149,79.92832972,0.319427245,663.7634148
44013.72986,5.749901863,79.95496965,0.329577689,664.5351542
44013.72951,5.749779152,79.98160957,0.334466098,664.7351028
44013.72917,5.783273427,79.69987499,0.331194063,665.3981103
44013.72882,5.787769406,79.38894229,0.343599041,665.5475425
44013.72847,5.752551144,79.73672698,0.333093519,666.032527
44013.72813,5.78123364,79.81319833,0.336201193,666.3376355
44013.72778,5.787646324,79.52572564,0.331343151,667.0144522
44013.72743,5.779718937,79.81195036,0.329589566,667.9198276
44013.72708,5.753384256,79.95170398,0.330853395,668.0198689
44013.72674,5.772688926,79.05399232,0.339361467,668.8184993
44013.72639,5.760568577,79.87505534,0.330728307,668.630373
44013.72604,5.808774905,79.07004418,0.334250261,669.3255434
44013.72569,5.745676945,79.13702271,0.331224573,669.9716292
44013.72535,5.761832478,79.29139227,0.331074991,670.484079
44013.725,5.766152707,79.44576183,0.330500432,670.9149944
44013.72465,5.793295999,79.60013139,0.34077018,671.6608343
44013.72431,5.812224727,79.75450094,0.335564665,672.1069715
44013.72396,5.778567686,79.9088705,0.337742638,672.8190827
44013.72361,5.789805158,79.98457668,0.328481784,673.1345817
44013.72326,5.766499777,79.67483836,0.335614616,673.5501071
44013.72292,5.792630857,79.81030508,0.332434873,674.0639527
44013.72257,5.758570171,79.95165581,0.332372948,674.9711517
44013.72222,5.772942895,79.7645644,0.332996533,675.4935709
44013.72188,5.775676172,77.83740459,0.333422255,676.044734
44013.72153,5.807473968,78.74213004,0.335375797,676.7041887
44013.72118,5.774258414,79.6468555,0.33781407,677.3689152
44013.72083,5.757324169,79.52464623,0.332452618,678.2744246
44013.72049,5.778623806,79.59348278,0.329766611,678.6105512
44013.72014,5.775417433,79.95526019,0.336646725,679.6213737
44013.71979,5.77183933,79.48317699,0.338886476,680.3724854
44013.71944,5.787746916,79.50501633,0.3371639,681.0660899
44013.7191,5.744415219,79.59684436,0.328348727,681.7153074
44013.71875,5.786080394,79.68867238,0.331929004,682.2936487
44013.7184,5.785893893,79.78050041,0.330790778,683.2027109
44013.71806,5.747248937,79.87232843,0.333259456,684.1302446
44013.71771,5.751535187,79.96415646,0.336083626,684.6324415
44013.71736,5.76688948,78.83752653,0.332149639,685.5430593
44013.71701,5.776965084,79.47655116,0.337782215,686.3791244
44013.71667,5.780868234,79.7501058,0.332627026,687.2540368
44013.71632,5.780182562,78.95246536,0.331200107,688.103624
